class,split,file,source,hash
Buffalo_Banni,train,train\Buffalo_Banni\8838166c75b0369d.jpg,Dataset\Buffalo Breeds\Banni\Banni_82.jpg,8838166c75b0369d8528d361f07c7fca6b6e1ae48ccdadcc639df2fc1df5a085
Buffalo_Banni,train,train\Buffalo_Banni\5ff7e77557622b26.jpg,Dataset\Buffalo Breeds\Banni\Banni_90.jpg,5ff7e77557622b26880d7a28eb739d6e8c34072081d44778dd8e3d4ec989ec67
Buffalo_Banni,train,train\Buffalo_Banni\e39041e0e59e70f4.jpg,Dataset\Buffalo Breeds\Banni\Banni_67.jpg,e39041e0e59e70f4e31d5846134196101c22f117472baa56010deadac9d11345
Buffalo_Banni,train,train\Buffalo_Banni\d8427e6f9ae577b7.jpg,Dataset\Buffalo Breeds\Banni\Banni_81.jpg,d8427e6f9ae577b700f37195ee0419a88d1bdb6031e8fcd5b460317561f9830f
Buffalo_Banni,train,train\Buffalo_Banni\bb1e41717f80e338.jpg,Dataset\Buffalo Breeds\Banni\Banni_18.jpg,bb1e41717f80e3387169d438d4f91daced2b12351b9d20446f0c84948b456acc
Buffalo_Banni,train,train\Buffalo_Banni\b1c91092d33c66a9.jpg,Dataset\Buffalo Breeds\Banni\Banni_70.jpg,b1c91092d33c66a98fe1139e43cfe6157bfaadd486c8021e704c8117c62d839c
Buffalo_Banni,train,train\Buffalo_Banni\e420e4c83ac07c95.jpg,Dataset\Buffalo Breeds\Banni\Banni_4.jpg,e420e4c83ac07c95c7bf57d3e61f3b24ae42b46b3d83fb59a3acaff87ba7d951
Buffalo_Banni,train,train\Buffalo_Banni\6fce0f2568cf5af3.jpg,Dataset\Buffalo Breeds\Banni\Banni_85.jpg,6fce0f2568cf5af3fc97820bfcdc6254ecdcbb56d30e75dc40203d2db4b11ddb
Buffalo_Banni,train,train\Buffalo_Banni\b36712a72ca5d5df.jpg,Dataset\Buffalo Breeds\Banni\Banni_19.jpg,b36712a72ca5d5df55a1f70da084f54401dc7eefe3651c9d59f5566cc48e8909
Buffalo_Banni,train,train\Buffalo_Banni\47a228aab887dd6a.jpg,Dataset\Buffalo Breeds\Banni\Banni_1.png,47a228aab887dd6a424187d824cd182280b26fee27d351d526a8e02cde221ef9
Buffalo_Banni,train,train\Buffalo_Banni\1269cdf9ca7d061d.jpg,Dataset\Buffalo Breeds\Banni\Banni_95.jpg,1269cdf9ca7d061d10b717c6d1c23ad167a24e515ad7ca2a516149dc97da74e3
Buffalo_Banni,train,train\Buffalo_Banni\6624b8f4954ca63a.jpg,Dataset\Buffalo Breeds\Banni\Banni_86.jpg,6624b8f4954ca63a558cd4d22003135db780676df0dca0fb59b5d9a34de958db
Buffalo_Banni,train,train\Buffalo_Banni\cd871bf5a4f1f135.jpg,Dataset\Buffalo Breeds\Banni\Banni_52.jpg,cd871bf5a4f1f135a5fd9e770f20877411de51d7fd89155eed84e13bb6a063da
Buffalo_Banni,train,train\Buffalo_Banni\5192b5dc746d533f.jpg,Dataset\Buffalo Breeds\Banni\Banni_93.jpg,5192b5dc746d533f5ed90b0c0defe845a9c9364e6a1cb3285f87e4fb3c930fe6
Buffalo_Banni,train,train\Buffalo_Banni\eaaf41cc97e86061.jpg,Dataset\Buffalo Breeds\Banni\Banni_49.jpg,eaaf41cc97e8606113a939611fa1c901de03897b8749cde0b69ada6901f09849
Buffalo_Banni,train,train\Buffalo_Banni\8b05c00997451d0d.jpg,Dataset\Buffalo Breeds\Banni\Banni_88.jpg,8b05c00997451d0d6297570837b67c765685c7a90c74230c5f387ea33f7ed658
Buffalo_Banni,train,train\Buffalo_Banni\9474239ea8069fd8.jpg,Dataset\Buffalo Breeds\Banni\Banni_23.png,9474239ea8069fd80b17b9ee2891bc629a34b10b7744dcec9b06c7a09789549b
Buffalo_Banni,train,train\Buffalo_Banni\e76b2dfd1e9f0795.jpg,Dataset\Buffalo Breeds\Banni\Banni_66.jpg,e76b2dfd1e9f07951c5aa61d36a9891a756d04009f6921a03b228637c5a7e8e0
Buffalo_Banni,train,train\Buffalo_Banni\b40b8398916afeea.jpg,Dataset\Buffalo Breeds\Banni\Banni_83.jpg,b40b8398916afeeab471859c592315a1e4f7e966b8d99c35fd56bb182722ff6b
Buffalo_Banni,train,train\Buffalo_Banni\4665c26fa118f59c.jpg,Dataset\Buffalo Breeds\Banni\Banni_71.jpg,4665c26fa118f59cd06b1ecea8b03b4a3a8b338280c78457b66df83f4661a79a
Buffalo_Banni,train,train\Buffalo_Banni\1aceda60958ee8e8.jpg,Dataset\Buffalo Breeds\Banni\Banni_6.JPG,1aceda60958ee8e81d0054f05952abb89db3fe7eefe4d3f5e5d8eb23c23b6e2b
Buffalo_Banni,train,train\Buffalo_Banni\54e537c4171449db.jpg,Dataset\Buffalo Breeds\Banni\Banni_27.jpg,54e537c4171449dbe631c965fc0df2620a77ccf7b3edd93429f5f4c2f5fa17c3
Buffalo_Banni,train,train\Buffalo_Banni\3eb2128ca1221a07.jpg,Dataset\Buffalo Breeds\Banni\Banni_25.jpg,3eb2128ca1221a073e6f73fb6f97ca83927fc8046d208162f6b7378a10f459af
Buffalo_Banni,train,train\Buffalo_Banni\f160f38e8d635e98.jpg,Dataset\Buffalo Breeds\Banni\Banni_89.jpg,f160f38e8d635e988ccbe4a6f6ab5139b4252b5583398e23bea05ea1669991c8
Buffalo_Banni,train,train\Buffalo_Banni\5f8b769ccc7577f5.jpg,Dataset\Buffalo Breeds\Banni\Banni_97.jpg,5f8b769ccc7577f5b8febe6fc4ee7bcce9b9d75bd1ee9058ccd32c3a58df3888
Buffalo_Banni,train,train\Buffalo_Banni\7e15eca8bd02b6a0.jpg,Dataset\Buffalo Breeds\Banni\Banni_102.jpg,7e15eca8bd02b6a0ce4d552cecf77db263696c718768de4619fbcfc2c66c64ec
Buffalo_Banni,train,train\Buffalo_Banni\c5759ab60ccc0832.jpg,Dataset\Buffalo Breeds\Banni\Banni_5.jpg,c5759ab60ccc08322419f91cdf049373ebcc9c7046fa78f1b76990d8542368c6
Buffalo_Banni,train,train\Buffalo_Banni\c1c1358deb9c9379.jpg,Dataset\Buffalo Breeds\Banni\Banni_7.jpeg,c1c1358deb9c9379d3d4b3ce58b5cf28fa3788b0372f12b0821146ce6b0afadc
Buffalo_Banni,train,train\Buffalo_Banni\7febc97e05c623b0.jpg,Dataset\Buffalo Breeds\Banni\Banni_109.jpg,7febc97e05c623b0494bf5471f8a9aae0d6d8495e8dfc909cb11803a7b3703be
Buffalo_Banni,train,train\Buffalo_Banni\5476e2d91eeeab16.jpg,Dataset\Buffalo Breeds\Banni\Banni_64.jpg,5476e2d91eeeab1653afea1c899aa13aeff5adb6ded7878a06655da65340cd87
Buffalo_Banni,train,train\Buffalo_Banni\7a25de392bfe1be7.jpg,Dataset\Buffalo Breeds\Banni\Banni_91.jpg,7a25de392bfe1be74edf5bb1c85771f83936533b4488d7c9bda0e6d2243bc03e
Buffalo_Banni,train,train\Buffalo_Banni\caf51e03981d4efa.jpg,Dataset\Buffalo Breeds\Banni\Banni_8.png,caf51e03981d4efad69d5f8ca93f7791f422e9b1798834a1070f0ccdfa566a21
Buffalo_Banni,train,train\Buffalo_Banni\08525fbcbf268d61.jpg,Dataset\Buffalo Breeds\Banni\Banni_12.jpg,08525fbcbf268d61d18115315a72b2e3b316184a1a8be3b3a0f2208a10d700c7
Buffalo_Banni,train,train\Buffalo_Banni\2d06840d2c8ea170.jpg,Dataset\Buffalo Breeds\Banni\Banni_96.jpeg,2d06840d2c8ea170ebdb2ea659fb4a40f1d8e45299dd75aae68e74980f30a646
Buffalo_Banni,train,train\Buffalo_Banni\27aa154547a0dcef.jpg,Dataset\Buffalo Breeds\Banni\Banni_16.jpg,27aa154547a0dcef1e8d47dc58009b5c796b4895225aaceb14c5f96b0cee08ab
Buffalo_Banni,train,train\Buffalo_Banni\d7e9d9879a1b066c.jpg,Dataset\Buffalo Breeds\Banni\Banni_26.jpg,d7e9d9879a1b066cfeb200c8afad1c6f1fd1af8eddfc05e9185ee324fb3cb182
Buffalo_Banni,train,train\Buffalo_Banni\f2954cd3941b26d8.jpg,Dataset\Buffalo Breeds\Banni\Banni_29.jpg,f2954cd3941b26d89a25153857b019c0c4df3e731d906e67a9eae17b6a983eef
Buffalo_Banni,train,train\Buffalo_Banni\9eefdb55cfe896b1.jpg,Dataset\Buffalo Breeds\Banni\Banni_32.gif,9eefdb55cfe896b1fb4c2c9bb9056ab269666ed6bef2c2c220f44a7e553797a5
Buffalo_Banni,train,train\Buffalo_Banni\fc0c852cc1ff906b.jpg,Dataset\Buffalo Breeds\Banni\Banni_87.jpg,fc0c852cc1ff906b95a12a6cbab161715c4a8566035794f99c87dcbe74811d5a
Buffalo_Banni,train,train\Buffalo_Banni\31081e48a5d982b4.jpg,Dataset\Buffalo Breeds\Banni\Banni_101.jpg,31081e48a5d982b409213cb7f97c8a30baba02c4692b7c51ea45ca339902d683
Buffalo_Banni,train,train\Buffalo_Banni\5d9b62fc40828ee7.jpg,Dataset\Buffalo Breeds\Banni\Banni_13.jpg,5d9b62fc40828ee709e4e1cde0d3404e54c461f513a3d271507c1fcaef7980d3
Buffalo_Banni,train,train\Buffalo_Banni\d865d1241b8f8739.jpg,Dataset\Buffalo Breeds\Banni\Banni_75.jpg,d865d1241b8f873929a3ca346a48b1d1d8572b88e409e3363321fe7656ea1b78
Buffalo_Bhadawari,test,test\Buffalo_Bhadawari\ca7068e641a28fc2.jpg,Dataset\Buffalo Breeds\Bhadawari\Bhadawari_11.jpg,ca7068e641a28fc2e7fbc3c05b6b2346efef5bf8a59fb8f45797e2ebd7114d05
Buffalo_Bhadawari,test,test\Buffalo_Bhadawari\d172c3ac59280fd1.jpg,Dataset\Buffalo Breeds\Bhadawari\Bhadawari_22.jpg,d172c3ac59280fd1160505043cce60978d8639a9bd64306b75adf8902ea7a6c5
Buffalo_Bhadawari,test,test\Buffalo_Bhadawari\10b58ff8a42a1cfb.jpg,Dataset\Buffalo Breeds\Bhadawari\Bhadawari_20.jpg,10b58ff8a42a1cfb24737d7e4614544a20fce85ff504d3a14c8a1cd61e45e0c5
Buffalo_Bhadawari,test,test\Buffalo_Bhadawari\397932c6d718390b.jpg,Dataset\Buffalo Breeds\Bhadawari\Bhadawari_63.jpg,397932c6d718390b50c0ff4d553a28da81ad44b94899b027dbb472f9aab3d85e
Buffalo_Bhadawari,test,test\Buffalo_Bhadawari\f690531ef06d65c1.jpg,Dataset\Buffalo Breeds\Bhadawari\Bhadawari_17.jpg,f690531ef06d65c19e5ad4fe699da9617b2ed57f60f17b7ccc24a449edc537d0
Buffalo_Bhadawari,test,test\Buffalo_Bhadawari\f042eec67dd6452f.jpg,Dataset\Buffalo Breeds\Bhadawari\Bhadawari_42.jpg,f042eec67dd6452f80d73a13df0da6ec94fb3550ce71f5e7448e66896f82c964
Buffalo_Bhadawari,test,test\Buffalo_Bhadawari\314d735296aebde7.jpg,Dataset\Buffalo Breeds\Bhadawari\Bhadawari_3.jpg,314d735296aebde781de38745742666b6e1a5f37c18308f29a8666c5799a521a
Buffalo_Bhadawari,test,test\Buffalo_Bhadawari\e934fd50488b5406.jpg,Dataset\Buffalo Breeds\Bhadawari\Bhadawari_76.jpg,e934fd50488b540610d8832415d096d788197d23f379136047b3e8b1f39bdefb
Buffalo_Bhadawari,test,test\Buffalo_Bhadawari\21ec0333d984a191.jpg,Dataset\Buffalo Breeds\Bhadawari\Bhadawari_73.jpg,21ec0333d984a1912b725fe96cc14c9c94303024f6be5aff7af72d2b2dc4030b
Buffalo_Bhadawari,test,test\Buffalo_Bhadawari\3f708e39d2b08ef7.jpg,Dataset\Buffalo Breeds\Bhadawari\Bhadawari_21.jpg,3f708e39d2b08ef77660a27d4bd121e7593a0159a6ddb8e1897556688d435667
Buffalo_Bhadawari,test,test\Buffalo_Bhadawari\0bbd99bc0f9ea19e.jpg,Dataset\Buffalo Breeds\Bhadawari\Bhadawari_10.jpg,0bbd99bc0f9ea19efd98ec7022e54d8071f1e1a1b69e75c8f0bd73c651dd9a63
Buffalo_Bhadawari,test,test\Buffalo_Bhadawari\f81f38fc5f30de0e.jpg,Dataset\Buffalo Breeds\Bhadawari\Bhadawari_23.jpg,f81f38fc5f30de0ef7dbb796944e362d1b358c3a72ec9278529d47fb15a6d36c
Buffalo_Bhadawari,test,test\Buffalo_Bhadawari\955cd1ff2be0d8e0.jpg,Dataset\Buffalo Breeds\Bhadawari\Bhadawari_45.jpg,955cd1ff2be0d8e0c4436f8d5e78abc0785cd8447cd298f9663bca1fb598fd8d
Buffalo_Bhadawari,val,val\Buffalo_Bhadawari\e0806e81091aa439.jpg,Dataset\Buffalo Breeds\Bhadawari\Bhadawari_61.jpg,e0806e81091aa4391106b7f106d43e5643a3ec2866a34031c1647eba4c287024
Buffalo_Bhadawari,val,val\Buffalo_Bhadawari\e77c7ce502de9d72.jpg,Dataset\Buffalo Breeds\Bhadawari\Bhadawari_32.jpg,e77c7ce502de9d72edbb24532c526bb4eb1eadad4a30dfe17c993acc65328fd0
